#{"t_start": 1777384005.9159355, "env_id": "RouteCurriculumAgent-v0"}
r,l,t
-339.302091,1335,3579.150071
-1431.71239,1696,3606.833345
-412.136214,837,3623.902832
-727.078286,872,3648.867785
-562.0112,1345,3671.966389
-361.057516,1142,3694.675028
-442.139524,1009,3713.482167
-718.871995,1002,3735.938641
-607.62429,1035,3755.530972
-360.20748,600,3777.583077
-566.557426,1148,3800.929871
-835.803552,1276,3824.9193
-441.138593,1037,3844.59329
-269.32846,1213,3868.038233
-764.303936,1339,3894.713448
-495.30874,1053,3914.685771
-485.000987,1373,3939.51702
-666.812729,1381,3964.321474
-889.612975,1235,3991.422584
-2740.677626,2745,4032.508744
-929.547142,1274,4054.217341
-734.093398,1711,4081.553611
-341.922984,1104,4104.330864
-959.531043,1277,4125.654048
-321.032111,1121,4147.424181
-513.695709,1026,4166.1992
-451.800692,921,4187.09024
-367.315586,1147,4208.22226
-3394.05765,3206,4251.981094
-1463.156442,2148,4284.95171
-462.024072,1150,4306.442728
-991.401598,1404,4331.909037
-552.386217,930,4352.290412
-1933.405359,2402,4386.27834
-560.589473,1381,4410.536296
-623.864824,1659,4436.44434
-1481.738899,1709,4464.22448
-706.599944,1035,4484.535914
-1936.510441,2500,4518.888174
-514.050361,1155,4543.870461
-2203.810399,2275,4575.907184
-2518.971114,2625,4613.138918
-343.747615,937,4631.836371
-140.324685,748,4658.013292
-592.469693,980,4677.451293
-621.488265,1068,4700.721907
-424.133534,979,4719.751945
-485.308551,1009,4740.576456
-599.150813,881,4760.493007
-367.452254,1227,4783.390882
-617.419301,1713,4809.257252
-1560.328598,1490,4836.778642
-3325.920653,3194,4880.347019
-551.572834,1171,4901.245128
-425.520851,1089,4923.703078
-534.094108,1032,4943.19318
-379.130379,924,4964.640192
-482.745009,1187,4985.724268
-666.863377,1115,5009.580167
-326.113136,1313,5032.028099
-523.410993,851,5051.171938
-387.420355,972,5070.016759
-772.535174,948,5091.465314
-592.6297,1145,5112.043484
-506.009554,1490,5137.847817
-365.698159,861,5157.390487
-412.956655,1108,5177.42484
-746.157695,1809,5206.290403
-393.235161,1486,5233.049234
-537.062183,1034,5251.913173
-263.136792,1221,5275.070509
-553.159211,1072,5295.93479
-608.656558,1449,5322.858853
-789.367676,1722,5351.77601
-549.991793,1041,5371.787345
-518.420603,1025,5394.334774
-603.928807,1381,5418.595569
-382.387204,1242,5439.245079
-173.19091,1376,5467.532047
-362.010337,1451,5491.804716
-484.134185,990,5514.076292
-681.208652,1487,5539.944145
-363.342165,1225,5563.068483
-799.484873,1151,5586.055545
-408.123453,1151,5606.133704
-623.582473,866,5631.144144
-375.09746,1246,5652.066854
-791.916491,1153,5673.570662
-919.283987,1636,5699.31121
-258.362002,1106,5719.706788
-360.988002,1141,5744.355923
-878.613234,1890,5772.79741
-448.594052,1022,5792.906766
-516.171334,887,5813.0378
-485.636912,1119,5834.913037
-720.321165,966,5856.081087
-525.861923,1101,5875.945666
