#{"t_start": 1777457033.743998, "env_id": "RouteCurriculumAgent-v0"}
r,l,t
199.98,1,4805.540844
199.98,1,4805.670422
199.98,1,4805.847257
199.98,1,4805.981163
199.98,1,4806.113908
-265.745765,892,4813.922306
843.400565,2228,4866.218493
1970.603689,2932,4906.481358
198.96,2,4906.575534
199.98,1,4906.65358
199.98,1,4906.789793
199.98,1,4906.89784
199.98,1,4907.056948
-255.314044,3042,4937.017124
232.619628,2451,4986.701556
1391.862189,2192,5018.986303
1249.879858,4048,5069.544106
1435.400653,2290,5112.551597
1865.907055,3330,5168.122998
878.497232,3538,5216.96717
1456.250503,2253,5256.481152
1280.276555,3635,5313.360137
2543.579632,3937,5373.94993
2298.777305,3910,5428.920189
2005.44641,4015,5488.911923
2221.211885,4020,5549.690584
2021.219867,3973,5616.915209
1866.204282,4044,5677.314814
1885.567941,4055,5738.915387
2114.47839,4021,5808.155039
2086.955218,3993,5869.550209
1636.718554,3814,5930.729479
2146.942962,3948,5992.128278
2816.868074,4077,6053.516377
2198.080524,1582,6089.934745
199.98,1,6090.006856
199.98,1,6090.093142
199.98,1,6090.258599
199.98,1,6090.403001
199.98,1,6090.538241
199.98,1,6090.650861
616.464695,3946,6130.660585
1000.538958,3963,6186.057904
1903.48696,4075,6242.138182
748.634974,3779,6295.807913
202.141264,2934,6340.807299
-90.320321,3545,6395.729945
925.079408,2148,6434.558962
646.301052,1591,6462.046301
1064.517405,1787,6492.747892
1011.612296,1543,6526.464389
959.413604,1449,6556.021586
784.34844,1983,6594.214973
988.575425,1696,6630.423033
2170.214527,2766,6674.811676
199.98,1,6674.914604
199.98,1,6675.054111
199.98,1,6675.227653
199.98,1,6675.384433
199.98,1,6675.552
199.98,1,6675.697676
199.98,1,6675.83822
199.98,1,6676.01235
199.98,1,6676.155291
-792.159311,3546,6716.166493
1145.650071,860,6741.375268
199.98,1,6741.523139
199.98,1,6741.7858
199.98,1,6741.956067
199.98,1,6742.139851
199.98,1,6742.368361
199.98,1,6742.560757
199.98,1,6742.754923
199.98,1,6742.916135
199.98,1,6743.08511
379.267443,4066,6784.396822
1166.133254,4096,6854.757198
1228.397097,932,6879.741251
199.98,1,6879.829484
199.98,1,6879.925115
199.98,1,6880.070744
199.98,1,6880.211037
199.98,1,6880.346036
199.98,1,6880.493275
199.98,1,6880.669057
199.98,1,6880.815895
199.98,1,6880.974411
199.98,1,6881.113151
199.98,1,6881.270052
199.98,1,6881.4108
199.98,1,6881.562281
199.98,1,6881.743679
199.98,1,6881.900942
199.98,1,6882.039025
199.98,1,6882.1737
199.98,1,6882.3523
199.98,1,6882.494462
199.98,1,6882.6493
199.98,1,6882.795686
199.98,1,6882.954479
199.98,1,6883.097783
561.556254,4020,6923.128685
295.424414,3434,6980.302959
1188.571563,818,7005.37297
199.98,1,7005.473049
199.98,1,7005.548941
199.98,1,7005.695909
199.98,1,7005.860355
199.98,1,7006.001363
199.98,1,7006.153075
750.18352,1753,7024.182489
1707.385425,3877,7076.24695
574.774959,3930,7132.81179
1336.498916,1492,7161.991603
866.398545,2429,7201.528025
1489.506625,1443,7225.682624
1924.061172,1814,7262.150812
199.98,1,7262.271492
199.98,1,7262.38275
199.98,1,7262.529283
199.98,1,7262.672545
-398.820023,1846,7281.362744
1414.765576,1366,7321.046099
2677.590062,3932,7373.205512
2084.981315,3171,7427.601444
2700.762962,2624,7477.570562
510.681254,662,7507.714617
2086.243935,2650,7549.407552
2322.680654,3558,7609.915987
578.035563,632,7639.548368
676.018195,676,7656.654217
3256.900029,3233,7700.369153
199.98,1,7700.479959
199.98,1,7700.615148
199.98,1,7700.767045
199.98,1,7700.899422
199.98,1,7701.044284
199.98,1,7701.191724
-8.159823,869,7715.517877
465.55394,659,7756.119041
479.065446,624,7774.058385
627.742608,765,7794.827498
605.275198,684,7818.553339
2393.397044,3921,7869.004576
2416.747064,4043,7942.432093
340.73859,519,7983.355478
2604.322826,3888,8030.699504
504.486315,703,8072.524521
467.634868,578,8090.382877
3015.787775,4096,8149.050135
576.269489,724,8189.33326
422.885629,601,8206.044647
3080.865898,3591,8253.011737
2723.722756,3061,8315.1548
199.98,1,8315.327331
199.98,1,8315.46131
199.98,1,8315.650133
199.98,1,8315.781827
199.98,1,8315.924606
199.98,1,8316.061015
199.98,1,8316.20178
199.98,1,8316.360256
199.98,1,8316.490891
199.98,1,8316.672803
621.99176,1065,8329.029839
412.866585,596,8374.434916
566.187092,592,8396.079981
3701.504351,3657,8448.354251
511.517819,439,8488.898999
3220.622852,4096,8578.243295
335.606485,290,8619.862334
707.738374,751,8632.717217
343.430458,610,8650.08803
3711.16751,3522,8693.184165
332.174792,563,8734.511992
468.211488,558,8752.859562
4009.288959,3643,8796.142008
384.567941,578,8838.877746
676.213009,735,8856.510698
405.818232,596,8873.731853
694.160047,661,8893.975416
493.826909,665,8911.014823
651.949253,796,8931.316879
3713.996405,3868,8982.116828
539.348904,596,9027.497827
569.49494,700,9045.035596
649.645585,769,9065.602649
3382.439648,3732,9113.989291
3367.387509,3525,9187.951485
3512.032997,3522,9260.228254
3536.178482,3423,9332.086009
468.103662,583,9382.305705
499.833121,587,9401.295971
3551.661917,3556,9449.1413
3513.275327,3593,9523.423884
608.368869,586,9573.468854
3457.64112,3612,9622.172504
552.742898,484,9664.633913
576.768449,663,9685.059157
4350.263158,3878,9736.615844
46.779262,73,9800.546952
-25.958732,19,9801.036602
-5.381752,33,9801.543308
-50.02,1,9802.083313
-50.02,1,9802.562037
-50.02,1,9802.828983
-50.02,1,9803.443725
-50.02,1,9804.027992
-50.02,1,9804.484852
-50.02,1,9805.237191
-50.02,1,9805.986895
-50.02,1,9806.448132
-50.02,1,9807.176349
-50.02,1,9807.893436
-50.02,1,9808.609487
-50.02,1,9809.054227
-50.02,1,9809.356264
-50.02,1,9809.84552
-50.02,1,9810.30741
-50.02,1,9811.072183
-50.02,1,9811.545354
-50.02,1,9811.857686
-50.02,1,9812.56565
-50.02,1,9813.054678
-50.02,1,9813.503851
-50.02,1,9813.796767
-50.02,1,9814.322824
-50.02,1,9815.020803
-50.02,1,9815.356899
-50.02,1,9815.82002
-50.02,1,9816.562919
-50.02,1,9823.318478
-50.02,1,9823.832169
-50.02,1,9824.461149
-50.02,1,9825.100686
-50.02,1,9825.436682
-50.02,1,9825.767739
-50.02,1,9826.393647
-50.02,1,9826.99736
-50.02,1,9827.322058
-50.02,1,9827.913116
-50.02,1,9828.524288
-50.02,1,9828.834231
-50.02,1,9829.444626
-50.02,1,9830.066632
-50.02,1,9830.405509
-50.02,1,9830.88604
